Training tokens: 100,000,000
Total steps: 12,207
Train token file: /root/autodl-tmp/data/openwebtext/openwebtext_train_tokens.npy
Valid token file: /root/autodl-tmp/data/openwebtext/openwebtext_valid_tokens.npy
Metrics JSON file: /root/autodl-tmp/data/openwebtext/metrics/dense_baseline_metrics.json
step=3360/12207 loss=4.7175, val_loss=4.9170 lr=2.755e-04 tok/s=10588.0 max_mem=9.34GB
step=3380/12207 loss=4.9599, val_loss=4.9131 lr=2.751e-04 tok/s=10702.5 max_mem=9.34GB
step=3400/12207 loss=4.9212, val_loss=4.9393 lr=2.746e-04 tok/s=10570.9 max_mem=9.34GB
step=3420/12207 loss=5.0429, val_loss=4.8934 lr=2.742e-04 tok/s=10507.5 max_mem=9.34GB
step=3440/12207 loss=5.0114, val_loss=4.9406 lr=2.737e-04 tok/s=10593.4 max_mem=9.34GB
step=3460/12207 loss=4.9574, val_loss=4.9184 lr=2.733e-04 tok/s=10428.0 max_mem=9.34GB
step=3480/12207 loss=4.8323, val_loss=4.8581 lr=2.728e-04 tok/s=10475.0 max_mem=9.34GB
step=3500/12207 loss=4.9198, val_loss=4.9046 lr=2.723e-04 tok/s=10632.0 max_mem=9.34GB
Saved checkpoint to /root/autodl-tmp/data/openwebtext/checkpoints/dense_baseline/checkpoint_step_3500.pt
step=3520/12207 loss=4.8324, val_loss=4.9313 lr=2.719e-04 tok/s=10509.6 max_mem=9.85GB
step=3540/12207 loss=4.9620, val_loss=4.8960 lr=2.714e-04 tok/s=10456.8 max_mem=9.34GB
step=3560/12207 loss=4.8768, val_loss=4.9013 lr=2.709e-04 tok/s=10628.2 max_mem=9.34GB
step=3580/12207 loss=4.8892, val_loss=4.9021 lr=2.704e-04 tok/s=10357.8 max_mem=9.34GB
step=3600/12207 loss=4.8236, val_loss=4.8621 lr=2.700e-04 tok/s=10509.0 max_mem=9.34GB
step=3620/12207 loss=4.8799, val_loss=4.8170 lr=2.695e-04 tok/s=10671.7 max_mem=9.34GB
step=3640/12207 loss=4.9708, val_loss=4.9008 lr=2.690e-04 tok/s=10481.6 max_mem=9.34GB
step=3660/12207 loss=4.8152, val_loss=4.8944 lr=2.685e-04 tok/s=10634.4 max_mem=9.34GB
step=3680/12207 loss=4.8298, val_loss=4.8821 lr=2.680e-04 tok/s=10525.9 max_mem=9.34GB
step=3700/12207 loss=4.8870, val_loss=4.8445 lr=2.675e-04 tok/s=10570.3 max_mem=9.34GB
step=3720/12207 loss=4.8617, val_loss=4.8345 lr=2.670e-04 tok/s=10436.2 max_mem=9.34GB
step=3740/12207 loss=5.0245, val_loss=4.8664 lr=2.665e-04 tok/s=10545.2 max_mem=9.34GB
step=3760/12207 loss=4.9784, val_loss=4.8272 lr=2.660e-04 tok/s=10675.6 max_mem=9.34GB
step=3780/12207 loss=4.7104, val_loss=4.8338 lr=2.654e-04 tok/s=10512.9 max_mem=9.34GB
step=3800/12207 loss=4.8604, val_loss=4.8923 lr=2.649e-04 tok/s=10526.4 max_mem=9.34GB
step=3820/12207 loss=4.7842, val_loss=4.8468 lr=2.644e-04 tok/s=10562.0 max_mem=9.34GB
step=3840/12207 loss=4.7101, val_loss=4.8217 lr=2.639e-04 tok/s=10606.5 max_mem=9.34GB
step=3860/12207 loss=4.9293, val_loss=4.8376 lr=2.634e-04 tok/s=10557.0 max_mem=9.34GB
step=3880/12207 loss=4.8362, val_loss=4.8286 lr=2.628e-04 tok/s=10543.2 max_mem=9.34GB
